ID,X,Y,Elevation,Slope,Population,Land_cover,Road_dist,River_flow,Protected_area
2685,225900.00320529932,8143998.190925509,372,3.9056413,0.0,114,3277.418490331669,,False
2686,226900.00320529932,8143998.190925509,355,4.532094,0.0,114,2750.983465418836,,False
2687,227900.00320529932,8143998.190925509,364,4.285411,0.0,114,1758.4184715077604,,False
2688,228900.00320529932,8143998.190925509,375,3.990041,0.0,114,760.1150477571211,,False
2689,229900.00320529932,8143998.190925509,365,4.045819,0.0,126,66.49974897842623,,False
2690,230900.00320529932,8143998.190925509,363,4.1948953,0.0,114,279.3401286138996,,False
2691,231900.00320529932,8143998.190925509,347,4.126836,0.0,114,504.83004888459834,,False
2692,232900.00320529932,8143998.190925509,331,4.2517962,0.0,114,315.2602396357554,,False
2693,233900.00320529932,8143998.190925509,314,3.9757032,0.0,126,331.8198797597043,,False
2694,234900.00320529932,8143998.190925509,305,3.3583422,0.0,114,781.0948227835624,,False
2695,235900.00320529932,8143998.190925509,321,3.3381705,0.0,114,144.2291496149183,,False
2696,236900.00320529932,8143998.190925509,317,3.4353817,0.0,114,630.759683037961,,False
2697,237900.00320529932,8143998.190925509,314,3.0897882,0.0,126,846.3318237801664,,False
2698,238900.00320529932,8143998.190925509,314,3.4057124,0.0,126,134.03292331559297,,False
2699,239900.00320529932,8143998.190925509,310,3.045762,0.0,126,145.5899364587806,,False
2700,240900.00320529932,8143998.190925509,298,3.5459454,0.0,126,120.5088329465801,,False
2701,241900.00320529932,8143998.190925509,292,3.2407887,0.0,114,243.3481759681784,,False
2702,242900.00320529932,8143998.190925509,286,3.3801427,0.0,126,887.1437062879253,,False
2703,243900.00320529932,8143998.190925509,279,4.372178,0.0,114,1844.527452197648,,False
2704,244900.00320529932,8143998.190925509,266,3.8525598,0.0,114,2831.5259292853416,,False
2705,245900.00320529932,8143998.190925509,254,3.297463,0.0,114,3688.7717177172126,,False
2706,246900.00320529932,8143998.190925509,251,3.4230816,0.0,114,4075.439056155905,,False
2707,247900.00320529932,8143998.190925509,248,3.4474754,0.0,114,4648.803094932228,,False
2708,248900.00320529932,8143998.190925509,242,2.978357,0.0,114,5349.162264360842,,False
2709,249900.00320529932,8143998.190925509,251,3.3541052,0.0,114,6133.164244129823,,False
2710,250900.00320529932,8143998.190925509,255,3.2481704,0.0,114,6779.8414872980475,,False
2711,251900.00320529932,8143998.190925509,241,3.0354478,0.0,114,6662.188524661424,,False
2712,252900.00320529932,8143998.190925509,228,2.8900106,0.0,114,6677.299389823307,,False
2713,253900.00320529932,8143998.190925509,218,2.811602,0.0,114,6257.653164058951,,False
2714,254900.00320529932,8143998.190925509,211,3.285403,0.0,114,5848.606063533046,,False
2715,255900.00320529932,8143998.190925509,207,3.7084754,0.0,114,4909.387941673216,,False
2716,256900.00320529932,8143998.190925509,205,3.5752692,0.0,114,3997.096937078736,,False
2717,257900.00320529932,8143998.190925509,213,3.6087134,0.0,114,3130.9214242411804,,False
2718,258900.00320529932,8143998.190925509,223,4.0891094,0.0,114,2362.7093431405106,,False
2719,259900.00320529932,8143998.190925509,222,4.2098975,0.0,114,1551.4348413544542,,False
2720,260900.00320529932,8143998.190925509,216,4.300988,0.0,114,728.0227531697002,,False
2721,261900.00320529932,8143998.190925509,217,4.0689473,0.0,114,215.34759535735725,,False
2722,262900.0032052993,8143998.190925509,205,3.9342802,0.0,114,828.9353908958124,,False
