ID,X,Y,Population,Elevation,Slope,Land_cover,River_flow,NAME,Road_dist
1,190568.5296,8431930.373,0,955.7369995,21.56921552,5,,,2935.115524
2,190534.1892,8432916.05,0,697.5050049,37.38127442,5,,,3409.710675
3,190499.8561,8433901.723,0,613.4660034,19.47226974,5,,,3732.351785
4,190465.5303,8434887.391,0,706.9730225,26.46935664,5,,,3226.290907
5,190431.2117,8435873.055,0,528.6019897,8.708991657,5,,,2706.542976
6,190396.9003,8436858.714,0,521.7620239,2.57545067,5,,,2171.693644
7,190362.5963,8437844.368,0,509.5180054,4.0637691,5,,,1640.002476
8,190328.2995,8438830.017,0,504.2770081,2.087962642,5,,,1099.522596
9,190294.0099,8439815.662,0,505.7210083,2.330790552,1,,,573.6097103
10,190259.7276,8440801.302,0,520.440979,8.904613324,1,,,42.27220344
11,190225.4526,8441786.937,0,481.1820068,2.186046078,5,,,761.9198469
12,190191.1848,8442772.568,0,490.5169983,3.36677316,5,,,1745.086232
13,190156.9243,8443758.195,0,467.5109863,3.721627216,5,,,2153.140004
14,190122.671,8444743.817,0,493.1400146,3.436349908,5,,,1817.658315
15,190088.4251,8445729.434,4,501.243988,2.719585058,1,,,1812.289415
16,190054.1864,8446715.047,0,492.6040039,1.398046613,1,,,2142.500143
17,191583.4594,8431964.43,0,827.7659912,22.86781661,5,,,3900.740401
18,191549.1251,8432950.1,0,931.6469727,33.8538514,5,,,4172.296163
19,191514.7979,8433935.765,0,997.6530151,15.3291543,5,,,3982.135088
20,191480.478,8434921.426,0,756.8870239,21.68863881,5,,,4031.023296
21,191446.1653,8435907.082,0,693.9379883,26.36444947,5,,,3558.188268
22,191411.8599,8436892.733,0,542.8800049,7.566500731,5,,,3027.491419
23,191377.5617,8437878.379,0,514.7750244,1.503787938,5,,,2494.567028
24,191343.2707,8438864.021,0,547.0780029,8.381910968,5,,,1961.17493
25,191308.9869,8439849.658,0,533.7869873,2.639422598,5,,,1424.733178
26,191274.7104,8440835.291,0,502.6260071,2.514884935,1,,,950.5061801
27,191240.4411,8441820.919,0,499.1839905,3.90523977,1,,,1203.784952
28,191206.1791,8442806.543,0,501.1180115,4.862801228,1,,,1977.708964
29,191171.9243,8443792.161,0,485.0769958,5.014807669,5,,,1404.900608
30,191137.6767,8444777.776,0,480.2200012,3.488824829,5,,,817.1473075
31,191103.4364,8445763.386,0,488.1789856,4.038196182,1,,,813.5488344
32,191069.2034,8446748.991,0,480.1830139,6.130520082,1,,,1281.05882
33,192598.3818,8431998.478,0,709.697998,23.89532095,5,,,3718.031915
34,192564.0534,8432984.141,0,954.3660278,16.89388452,1,,,3222.055969
35,192529.7322,8433969.799,0,1042.430054,6.891464775,1,,,2971.259277
36,192495.4182,8434955.452,0,1060.140015,29.19142224,1,,,3036.03724
37,192461.1114,8435941.101,0,745.5830078,19.4248675,1,,,3398.387132
38,192426.8119,8436926.744,0,712.539978,9.546818031,5,,,3882.059357
39,192392.5195,8437912.383,0,561.7089844,10.63586492,5,,,3347.585276
40,192358.2343,8438898.018,0,685.2420044,31.3767966,5,,,2815.536388
41,192323.9564,8439883.647,0,525.0900269,4.438286171,5,,,2270.040883
42,192289.6856,8440869.272,0,526.8619995,2.49907085,5,,,1955.051798
43,192255.4221,8441854.893,0,537.7390137,7.416231993,1,,,2090.843631
44,192221.1659,8442840.509,0,504.92099,5.486122897,1,,,1774.285579
45,192186.9167,8443826.12,0,474.9899902,3.073644023,5,,,974.7758478
46,192152.6749,8444811.727,0,490.1700134,3.075554788,5,,,115.2512698
47,192118.4402,8445797.33,0,493.4419861,1.044402805,1,,,35.5187695
48,192084.2128,8446782.928,0,471.5450134,1.517722077,1,,,266.4175892
49,193578.9742,8433018.174,0,860.835022,3.04893368,1,,,2324.565184
50,193544.659,8434003.825,0,970.15802,21.2334283,1,,,1964.352538
51,193510.3509,8434989.47,0,1024.01001,4.836778131,1,,,2060.393105
52,193476.05,8435975.111,0,1000.119995,25.17224631,1,,,2564.006619
53,193441.7563,8436960.748,0,717.3629761,22.41089306,5,,,3293.232579
54,193407.4698,8437946.379,0,597.7059937,3.75903475,5,,,3638.405439
55,193373.1905,8438932.006,0,605.3660278,23.82784795,1,,,2743.635368
56,193338.9183,8439917.628,0,527.0720215,2.979219163,5,,,1938.916453
57,193304.6534,8440903.246,0,604.4160156,19.16404378,1,,,1390.521409
58,193270.3957,8441888.859,0,520.401001,8.289385542,1,,,1410.5078
59,193236.1451,8442874.467,1,492.105011,4.347982304,5,,,1194.631885
60,193201.9017,8443860.071,0,511.5820007,1.599113328,1,,,381.3644927
61,193167.6655,8444845.671,0,506.2189941,0.650100924,1,,,416.02035
62,193133.4365,8445831.266,0,479.8869934,2.817029181,1,,,953.6893547
63,193099.2147,8446816.856,0,483.677002,3.914692036,1,,,249.7337539
64,194559.5783,8434037.842,0,904.9000244,10.79405538,1,,,973.8058807
65,194525.2761,8435023.481,0,954.2280273,3.203372857,1,,,1154.227925
66,194490.9812,8436009.114,0,1095.780029,23.82197495,1,,,1912.735442
67,194456.6934,8436994.743,0,1050.849976,12.2284594,1,,,2815.530382
68,194422.4127,8437980.367,0,774.8989868,16.43018786,5,,,3405.188953
69,194388.1392,8438965.986,0,597.7789917,3.011445644,1,,,2425.337481
70,194353.8728,8439951.601,0,592.7369995,25.98363167,5,,,1453.111312
71,194319.6137,8440937.211,3,509.9079895,4.08117734,1,,,532.0646551
72,194285.3617,8441922.817,0,496.6000061,2.265302164,1,,,435.9945215
73,194251.1169,8442908.418,0,508.0539856,5.743445948,1,,,501.6712555
74,194216.8792,8443894.014,0,512.3779907,2.156722519,1,,,115.2642409
75,194182.6486,8444879.606,0,492.3340149,3.817875364,1,,,1011.755296
76,194148.4253,8445865.194,0,475.2170105,1.221531238,1,,,1213.319234
77,194114.2091,8446850.777,0,506.2799988,3.223392968,1,,,252.8844937
78,195540.1939,8435057.483,0,981.7310181,12.41881644,1,,,691.8018575
79,195505.9049,8436043.109,0,1027.890015,12.72750909,1,,,1656.799657
80,195471.6229,8437028.73,0,1048.869995,4.811212048,1,,,2607.093652
81,195437.3481,8438014.347,0,928.867981,13.08703141,1,,,2991.123837
82,195403.0804,8438999.959,0,839.6450195,12.77646315,6,,,2509.272229
83,195368.8199,8439985.566,0,644.9169922,13.3912178,1,,,1588.43727
84,195334.5665,8440971.169,0,620.5460205,23.78465955,1,,,809.4981861
85,195300.3202,8441956.767,0,538.6680298,1.11523777,1,,,258.3398343
86,195266.0811,8442942.361,0,533.5020142,2.59077811,1,,,398.6918423
87,195231.8491,8443927.95,0,510.8359985,0.953680694,1,,,702.8701922
88,195197.6243,8444913.534,0,504.7290039,1.931466802,1,,,792.2396876
89,195163.4066,8445899.114,33,479.4630127,3.555072866,1,,,261.7171182
90,195129.1961,8446884.69,0,522.65802,2.316313076,1,,,37.22494311
91,196555.1043,8435091.477,0,948.5549927,4.863112617,6,,,725.2698304
92,196520.8211,8436077.095,0,1016.840027,6.897475974,6,,,1629.639264
93,196486.5451,8437062.709,0,1052.719971,1.655829279,1,,,1908.593887
94,196452.2761,8438048.319,0,1092.02002,6.848832705,1,,,2018.8571
95,196418.0142,8439033.923,0,1003.059998,4.821170256,5,,,2473.580481
96,196383.7595,8440019.523,0,796.5900269,22.51231543,1,,,2219.053764
97,196349.5119,8441005.119,0,624.9910278,12.20451555,1,,,1635.163518
98,196315.2713,8441990.709,0,602.677002,22.68205811,6,,,1218.019378
99,196281.0379,8442976.296,0,539.9990234,3.788972614,5,,,1357.869923
100,196246.8117,8443961.877,0,507.1210022,0.794511466,1,,,1391.503514
101,196212.5925,8444947.454,8,495.118988,1.357691114,1,,,541.9196035
102,196178.3805,8445933.027,11,501.82901,3.084714597,1,,,215.8898957
103,196144.1756,8446918.595,0,536.1550293,1.905151464,5,,,920.046363
104,197570.0073,8435125.463,0,967.1989746,2.600621766,6,,,1307.098762
105,197535.73,8436111.074,0,976.1409912,1.478860437,6,,,761.8906685
106,197501.4598,8437096.681,0,1025.27002,3.98162624,1,,,912.1838829
107,197467.1967,8438082.282,0,1069.560059,1.88733764,1,,,1107.57311
108,197432.9406,8439067.88,0,1101.439941,7.882241492,5,,,1595.565604
109,197398.6917,8440053.472,0,1088.25,34.05163855,1,,,2332.174598
110,197364.4498,8441039.06,0,853.723999,32.19100379,1,,,2508.114471
111,197330.215,8442024.644,0,591.1190186,15.61169352,6,,,2216.28334
112,197295.9874,8443010.222,0,534.9799805,6.017716364,5,,,2298.190951
113,197261.7668,8443995.797,0,511.2200012,5.121345189,1,,,1453.666387
114,197227.5533,8444981.366,0,496.5899963,2.988862594,1,,,684.3181057
115,197193.3469,8445966.932,0,508.7210083,2.037921578,1,,,85.25252883
116,197159.1476,8446952.492,0,533.6569824,6.602735727,5,,,896.0131697
117,198516.3672,8437130.644,0,984.1879883,3.895555593,1,,,76.81292359
118,198482.1099,8438116.238,0,1017.190002,5.945352934,1,,,226.6489499
119,198447.8597,8439101.828,0,1074,8.480587702,1,,,913.9030556
120,198413.6165,8440087.413,0,1097.459961,5.105182686,1,,,1541.134372
121,198379.3804,8441072.994,0,954.7379761,14.92311146,1,,,1749.614631
122,198345.1514,8442058.57,0,833.776001,27.2623357,1,,,2310.868466
123,198310.9294,8443044.142,0,608.4749756,13.55674297,1,,,2817.660717
124,198276.7146,8444029.708,0,515.0859985,1.962850354,1,,,2085.55967
125,198242.5067,8445015.271,0,528.3560181,4.19104447,1,,,1304.418199
126,198208.306,8446000.829,0,511.618988,4.430665526,1,,,467.7258199
127,198174.1123,8446986.382,0,548.4320068,5.140582901,1,,,436.0272705
128,199497.0158,8438150.186,0,1005.51001,3.690761872,1,,,487.8293382
129,199462.7714,8439135.769,0,1046.910034,3.823882904,1,,,145.8929248
130,199428.534,8440121.347,0,1053.22998,0.991022738,1,,,559.7015684
131,199394.3037,8441106.92,0,1066.400024,3.187152804,1,,,899.9864739
132,199360.0804,8442092.489,0,814.5570068,19.84852194,1,,,1618.879266
133,199325.8642,8443078.053,0,691.2349854,31.15235388,1,,,2457.079873
134,199291.6549,8444063.612,0,543.8510132,6.913161888,1,,,2681.375087
135,199257.4528,8445049.167,0,544.0159912,2.422385423,1,,,1777.617622
136,199223.2577,8446034.718,0,515.9760132,1.432840483,1,,,921.9818212
137,199189.0696,8447020.264,0,558.0839844,4.453743424,5,,,514.3839562
138,200477.6758,8439169.701,0,1016.409973,1.921890649,1,,,673.5367095
139,200443.4442,8440155.272,0,1035.189941,3.108692692,1,,,408.4282892
140,200409.2196,8441140.838,0,1068.800049,5.777190125,5,,,243.8253419
141,200375.0021,8442126.399,0,977.0869751,24.82943166,1,,,1119.344044
142,200340.7915,8443111.956,0,860.2860107,11.7609114,5,,,2044.12037
143,200306.588,8444097.508,0,600.2529907,16.3622181,5,,,3005.672941
144,200272.3915,8445083.056,0,548.8330078,5.288026785,5,,,2336.284117
145,200238.202,8446068.599,0,534.1079712,1.156027885,1,,,1771.20701
146,200204.0196,8447054.138,0,569.2800293,1.77705718,1,,,1443.458201
147,201458.347,8440189.189,0,1040.530029,3.165516646,1,,,622.5818941
148,201424.1282,8441174.748,0,1074.98999,2.852209656,1,,,332.9888642
149,201389.9164,8442160.302,0,1049.119995,31.03440549,5,,,1087.788421
150,201355.7116,8443145.852,0,688.0230103,16.84572113,5,,,2023.668091
151,201321.5137,8444131.397,0,587.1989746,12.54335066,1,,,2991.311902
152,201287.3229,8445116.937,0,573.8480225,12.82764866,5,,,3131.69656
153,201253.1391,8446102.473,0,556.2869873,6.197982036,1,,,2735.407765
154,201218.9622,8447088.004,0,562.0089722,3.045484374,5,,,2293.689623
155,202473.2426,8440223.099,0,1051.150024,2.027014389,1,,,42.67435103
156,202439.0296,8441208.65,0,1112.959961,5.08695878,1,,,705.1762241
157,202404.8235,8442194.197,0,1092.209961,15.36821645,1,,,1478.133336
158,202370.6244,8443179.739,0,879.5620117,16.33682779,5,,,2392.908375
159,202336.4322,8444165.277,0,629.5120239,20.91708943,5,,,3302.725045
160,202302.247,8445150.81,0,651.8330078,19.6465087,5,,,4026.959127
161,202268.0689,8446136.339,0,663.8690186,15.43233534,5,,,3664.842213
162,202233.8976,8447121.863,0,589.8640137,5.415012918,1,,,3187.790467
163,203488.1309,8440257,0,1089.660034,3.43846646,1,,,723.5310376
164,203453.9237,8441242.544,0,1119.170044,2.894154469,1,,,1407.784742
165,203419.7233,8442228.084,0,1068.719971,7.322909773,1,,,2115.976823
166,203385.5299,8443213.619,0,905.184021,44.69192791,5,,,2848.22725
167,203351.3434,8444199.15,0,713.4379883,16.52925772,5,,,3411.766528
168,203317.1639,8445184.676,0,946.2680054,15.04179172,5,,,3045.447951
169,203282.9913,8446170.197,0,697.7769775,23.34040668,5,,,2975.153448
170,203248.8257,8447155.714,0,607.6170044,10.04627188,1,,,3220.322214
171,204503.0121,8440290.894,0,1104.060059,1.819871398,1,,,1695.518567
172,204468.8105,8441276.431,0,1162.01001,6.205539331,1,,,2109.357666
173,204434.6159,8442261.963,0,1137.400024,1.967040388,1,,,2798.664522
174,204400.4282,8443247.491,0,1036.819946,33.32980565,5,,,3312.537354
175,204366.2474,8444233.014,0,885.2050171,3.766931805,5,,,2581.209683
176,204332.0735,8445218.533,0,724.2119751,12.75838801,1,,,2072.340186
177,204297.9066,8446204.047,0,650.3140259,13.63811481,1,,,1966.907619
178,204263.7465,8447189.557,0,589.3720093,9.937168938,5,,,2320.562218
179,205517.886,8440324.779,0,1124.23999,1.631956394,1,,,2699.168699
180,205483.6902,8441310.309,0,1175.079956,11.46421859,1,,,2978.479666
181,205449.5013,8442295.834,0,1178.910034,16.55990632,1,,,3515.801865
182,205415.3193,8443281.355,0,1144.52002,4.903968708,1,,,2838.590661
183,205381.1441,8444266.871,0,980.4660034,21.3040724,1,,,1935.120714
184,205346.9759,8445252.383,0,782.8300171,8.298525715,5,,,1172.176191
185,205312.8146,8446237.89,0,619.2360229,13.38915453,5,,,972.3591231
186,205278.6601,8447223.392,0,567.0679932,3.730233095,5,,,1568.157655
187,206498.5627,8441344.18,0,1188.030029,12.51575989,1,,,3916.49263
188,206464.3795,8442329.698,0,1169.800049,1.239679009,1,,,3668.73579
189,206430.2032,8443315.211,0,1171.73999,3.294921442,5,,,2683.624509
190,206396.0337,8444300.72,0,1046.050049,18.92882517,5,,,1698.910652
191,206361.8711,8445286.225,0,880.3239746,21.67618065,1,,,716.2145403
192,206327.7155,8446271.725,0,678.0100098,14.83312848,5,,,244.953091
193,206293.5666,8447257.22,0,573.5819702,6.678378512,1,,,851.4805014
194,207479.2505,8442363.553,0,1168.209961,1.444795607,5,,,3821.026461
195,207445.08,8443349.06,0,1173.959961,0.877765813,5,,,2873.950354
196,207410.9162,8444334.561,0,1089.48999,28.09062958,5,,,1961.448629
197,207376.7592,8445320.059,0,866.5570068,13.74563764,5,,,1109.719989
198,207342.6091,8446305.552,0,705.6380005,27.46383779,1,,,472.9261858
199,207308.4659,8447291.04,2,592.0889893,0.82352128,5,,,82.40331526
200,208459.9496,8443382.9,0,1168.040039,0.325706186,5,,,3310.90165
201,208425.7915,8444368.395,0,1177.709961,1.690787635,5,,,2520.657567
202,208391.6402,8445353.885,0,907.5949707,18.6720633,1,,,1868.309173
203,208357.4957,8446339.371,0,814.1710205,14.00799508,1,,,1307.723652
204,208323.3581,8447324.852,0,615.9539795,12.19181688,1,,,702.8920321
205,209474.8121,8443416.733,0,1171.920044,1.83988992,1,,,3934.840831
206,209440.6597,8444402.221,0,1180.300049,5.756997326,1,,,3276.492546
207,209406.514,8445387.704,0,998.289978,25.43712473,5,,,2696.880255
208,209372.3752,8446373.182,0,789.9920044,21.33484728,6,,,1829.699537
209,209338.2431,8447358.656,0,663.7990112,7.988764038,5,,,927.8646375
210,210489.6676,8443450.558,0,1173.599976,1.031245349,1,,,4689.056005
211,210455.5208,8444436.038,0,1175.790039,0.895299492,1,,,4030.05141
212,210421.3808,8445421.514,0,1189.410034,1.820184178,5,,,3141.24809
213,210387.2476,8446406.986,0,908.7319946,19.45046683,6,,,2331.472116
214,210353.1211,8447392.453,0,786.0540161,17.78679475,5,,,1716.465218
215,211504.516,8443484.375,0,1178.73999,0.595907053,1,,,5358.439948
216,211470.3749,8444469.848,0,1190.5,2.940981098,1,,,4515.987645
217,211436.2405,8445455.317,0,1221.380005,5.206554992,1,,,3744.013412
218,211402.1129,8446440.782,0,1210.189941,6.528686256,5,,,3095.694559
219,211367.992,8447426.242,0,976.4190063,21.61733533,6,,,2662.926963
220,212519.3574,8443518.184,0,1181.390015,2.491174027,1,,,5909.985049
221,212485.2219,8444503.65,0,1243.680054,13.04762154,1,,,5158.155021
222,212451.0932,8445489.112,0,1274.140015,10.53528251,1,,,4497.491326
223,212416.9711,8446474.57,0,1278.569946,9.133517124,5,,,3973.724753
224,212382.8559,8447460.023,0,1328.170044,7.098189665,5,,,3646.328925
225,213500.062,8444537.445,0,1188.75,1.862297676,6,,,5905.808219
226,213465.9389,8445522.9,0,1217.380005,7.272830896,1,,,5338.240825
227,213431.8224,8446508.35,0,1252.329956,4.865814197,5,,,4904.819444
228,213397.7127,8447493.796,0,1319.300049,2.801552084,5,,,4643.259354
229,214514.8951,8444571.231,0,1189.02002,2.667167075,1,,,6723.850649
230,214480.7776,8445556.679,0,1244.079956,4.430996578,1,,,6231.03504
231,214446.6668,8446542.123,0,1277.130005,7.921150787,1,,,5863.754887
232,214412.5626,8447527.562,0,1403.76001,28.84857643,1,,,5646.55722
233,215529.7212,8444605.01,0,1186.930054,1.650870868,6,,,7589.555576
234,215495.6093,8445590.451,0,1198.780029,3.566154153,1,,,7156.422031
235,215461.5041,8446575.888,0,1212.660034,2.206865696,1,,,6838.829668
236,215427.4056,8447561.32,0,1250.280029,15.87323471,5,,,6653.342671
237,216544.5404,8444638.781,0,1187.640015,2.310098456,1,,,8488.35261
238,216510.4342,8445624.215,0,1219.189941,8.746295461,1,,,8103.243281
239,216476.3346,8446609.645,0,1293.420044,6.167685881,1,,,7824.012018
240,216442.2416,8447595.07,0,1227.800049,6.820004851,1,,,7662.241032
241,217525.2521,8445657.972,0,1201.689941,2.488971222,1,,,9064.784833
242,217491.1581,8446643.394,0,1268.969971,5.581705072,1,,,8815.914017
243,217457.0707,8447628.813,0,1316.780029,5.69819141,1,,,8672.514999
244,218540.0632,8445691.72,0,1228.569946,1.74177607,1,,,10036.81696
245,218505.9748,8446677.136,0,1275.51001,2.618173049,1,,,9812.498192
246,218471.8929,8447662.548,0,1323.02002,8.722370401,1,,,9683.734091
247,219588.9568,8444740.047,0,1242.859985,3.151130716,1,,,11303.18565
248,219554.8675,8445725.461,0,1396.5,22.72652627,1,,,11016.56309
249,219520.7846,8446710.87,0,1432.050049,11.51132678,1,,,10812.46989
250,219486.7083,8447696.275,0,1406.420044,25.41501851,1,,,10695.63023
251,220569.6648,8445759.194,0,1275.439941,5.427111963,1,,,12002.13426
252,220535.5876,8446744.596,0,1327.150024,12.55011988,1,,,11814.96907
253,220501.5169,8447729.994,0,1324.540039,3.72067937,1,,,11708.02786
254,221550.3838,8446778.314,0,1275.439941,3.315380932,1,,,12197.49218
255,221516.3186,8447763.706,0,1281.689941,3.781655905,1,,,11560.42166
256,222531.1136,8447797.409,0,1416.150024,33.9956012,1,,,10784.95301
257,223545.9019,8447831.106,0,1474.920044,9.349318352,5,,,10052.20245
258,183963.9246,8446511.219,3,439.7120056,4.888667718,1,,,4911.197759
259,183792.6732,8451439.446,56,426.5020142,0.758815945,1,,,31.59328331
260,183724.2246,8453410.707,2,417.4259949,2.128358877,5,,,1839.185652
261,183690.0115,8454396.331,0,455.8190002,2.552616419,1,,,2822.336951
262,183655.8058,8455381.95,0,432.3039856,2.667029404,1,,,3806.642451
263,183621.6075,8456367.566,0,436.8760071,2.589813749,1,,,2924.650478
264,183587.4167,8457353.177,6,450.3540039,2.963747852,1,,,2065.073485
265,183553.2333,8458338.784,0,466.7210083,1.707467852,1,,,1384.710468
266,183519.0574,8459324.387,0,475.4590149,3.666196859,1,,,1215.670578
267,183484.8889,8460309.986,0,475.1289978,4.673976508,1,,,1475.108008
268,183450.7278,8461295.58,0,456.053009,2.218557917,1,,,2090.97163
269,183416.5742,8462281.171,0,442.0190125,2.917123143,1,,,2916.079886
270,183382.4281,8463266.758,0,447.368988,1.578012251,1,,,3817.944144
271,183348.2894,8464252.34,0,453.697998,3.411833151,1,,,4749.303653
272,183314.1581,8465237.919,0,458.1870117,4.705308024,1,,,5691.807448
273,183280.0343,8466223.493,0,434.2070007,7.945802224,5,,,6647.049166
274,185425.0335,8433731.392,0,463.7650146,3.607662576,1,,,2867.784254
275,185390.678,8434717.098,0,460.0140076,2.575627896,1,,,1932.177503
276,185253.3296,8438659.875,0,454.3039856,2.935071611,1,,,2014.581091
277,185013.2543,8445559.559,0,437.4580078,3.653387744,5,,,5773.681899
278,184978.9873,8446545.21,0,454.5539856,2.243854464,5,,,4801.729829
279,184944.7278,8447530.856,2,447.5169983,2.078646434,1,,,3833.951653
280,184841.9937,8450487.77,10,432.5490112,5.096791588,1,,,1053.766212
281,184807.7638,8451473.399,1,436.3410034,2.888205794,1,,,111.4768753
282,184773.5414,8452459.023,2,428.9339905,2.512876087,1,,,836.3976078
283,184739.3263,8453444.644,0,437.0029907,7.354059526,1,,,1813.198504
284,184705.1186,8454430.26,0,461.1910095,4.126187188,5,,,2796.033573
285,184670.9183,8455415.872,0,458.7890015,4.483579331,1,,,3660.196609
286,184636.7255,8456401.48,0,450.2680054,1.929461005,1,,,2676.461381
287,184602.54,8457387.083,0,441.303009,4.342943399,1,,,1694.646139
288,184568.362,8458372.683,0,462.8619995,1.972784611,1,,,722.6002476
289,184534.1914,8459358.278,3,483.3770142,1.585848561,1,,,202.6903135
290,184500.0282,8460343.869,0,490.1390076,0.761804309,1,,,698.283605
291,184465.8724,8461329.456,0,467.1390076,2.766172032,1,,,1622.4817
292,184431.7241,8462315.039,0,455.67099,5.123296603,1,,,2578.634651
293,184397.5832,8463300.618,0,467.4620056,1.860022347,1,,,3536.845987
294,184363.4496,8464286.193,0,434.6199951,6.198841788,1,,,4505.882785
295,184329.3235,8465271.763,0,433.355011,3.286290386,5,,,5480.733761
296,184295.2049,8466257.33,0,415.9030151,1.410963342,5,,,6458.764749
297,186474.3703,8432779.771,0,474.6900024,3.493382726,1,,,2413.57713
298,186440.0133,8433765.474,0,481.2919922,3.895171332,1,,,2509.862792
299,186405.6637,8434751.173,0,493.9590149,2.819902916,1,,,1586.746127
300,186371.3214,8435736.867,0,465.7319946,2.510238152,1,,,662.4814091
301,186336.9865,8436722.556,5,478.125,2.509015166,1,,,30.64455981
302,186268.3388,8438693.92,0,474.7340088,2.701085831,1,,,2001.160146
303,186234.026,8439679.595,0,449.1040039,1.343507094,1,,,2844.53643
304,185994.0424,8446579.193,0,473.1350098,4.717490657,5,,,4726.656458
305,185959.7886,8447564.832,0,444.5310059,1.553283857,5,,,3741.851198
306,185925.5421,8448550.466,5,446.1650085,4.431797729,5,,,2757.494337
307,185891.3029,8449536.096,1,435.6059875,2.69220116,5,,,1773.976421
308,185857.0712,8450521.722,0,451.2730103,2.637562998,1,,,793.8415039
309,185822.8468,8451507.343,0,463.3599854,3.170647339,1,,,126.8737785
310,185788.6298,8452492.96,0,459.1900024,1.253156106,1,,,1014.864953
311,185754.4202,8453478.573,0,475.5539856,0.998782703,1,,,1901.810352
312,185720.218,8454464.182,0,447.6919861,2.626726718,5,,,2785.360616
313,185686.0231,8455449.786,0,463.6069946,2.122998553,1,,,3409.062057
314,185651.8357,8456435.386,0,463.5799866,3.915234273,1,,,2798.774505
315,185617.6556,8457420.982,0,464.3869934,3.290548476,1,,,1881.211404
316,185583.4829,8458406.574,0,459.1319885,3.683293337,1,,,1089.366172
317,185549.3176,8459392.161,0,476.6369934,4.233113464,1,,,425.591634
318,185515.1598,8460377.745,0,467.2550049,3.33005381,1,,,530.6051034
319,185481.0092,8461363.324,0,460.776001,4.098990369,1,,,1511.333267
320,185446.8662,8462348.899,0,449.9360046,3.410260962,1,,,2492.108525
321,185412.7304,8463334.47,0,437.2999878,4.085774941,1,,,3473.100689
322,185378.6021,8464320.038,0,437.8900146,0.971377227,1,,,4455.732827
323,185344.4812,8465305.601,0,453.9779968,20.44249352,1,,,5439.342226
324,185310.3677,8466291.16,0,413.4899902,1.330030547,5,,,6146.067052
325,187523.6948,8431828.153,0,503.3599854,5.648633265,5,,,1080.64895
326,187489.3364,8432813.853,0,488.2820129,6.569327375,6,,,2046.132739
327,187454.9854,8433799.549,0,509.5769958,4.580949553,1,,,2273.337718
328,187420.6417,8434785.24,0,488.6700134,3.721010463,1,,,1288.813999
329,187386.3054,8435770.926,0,497.4620056,2.179224977,1,,,309.6515013
330,187351.9764,8436756.607,0,484.1919861,4.328035997,1,,,390.8396496
331,187317.6548,8437742.284,0,479.4450073,3.134494447,1,,,922.8190607
332,187283.3404,8438727.956,0,474.1119995,1.885983453,1,,,1457.794821
333,187249.0334,8439713.623,0,471.3139954,3.860918241,1,,,1989.561039
334,187180.4414,8441684.945,0,454.0119934,1.529290518,1,,,3056.052788
335,187146.1564,8442670.598,0,449.2229919,2.398026225,1,,,3578.294089
336,187111.8788,8443656.247,5,455.1220093,3.174004037,1,,,4149.571333
337,187077.6085,8444641.892,0,444.7659912,1.418384598,1,,,4855.49869
338,187043.3455,8445627.532,2,449.3099976,3.377188557,1,,,4844.579199
339,187009.0899,8446613.168,0,461.5109863,7.40609323,1,,,4595.756463
340,186974.8416,8447598.799,0,487.1889954,1.79049361,5,,,3910.903068
341,186940.6008,8448584.426,0,481.7569885,0.853451997,1,,,2981.87446
342,186906.3672,8449570.049,2,429.802002,1.476540263,1,,,2090.594978
343,186872.141,8450555.667,0,440.2909851,3.303528113,1,,,1202.585276
344,186837.9221,8451541.28,0,474.7999878,4.038373974,1,,,316.1793155
345,186803.7106,8452526.89,0,489.3680115,1.432808401,1,,,568.8702979
346,186769.5064,8453512.495,0,469.0310059,1.967511388,1,,,1461.132276
347,186735.3097,8454498.096,0,468.8699951,3.173208172,1,,,2385.611865
348,186701.1203,8455483.693,0,480.7929993,3.573634966,1,,,2573.977495
349,186666.9382,8456469.285,0,492.848999,3.403042715,1,,,2011.038348
350,186632.7635,8457454.873,0,463.1749878,3.658568193,1,,,1458.704131
351,186598.5961,8458440.457,0,494.9490051,3.765826552,1,,,870.6218273
352,186564.4362,8459426.037,0,505.3900146,2.005903718,1,,,39.2200485
353,186530.2836,8460411.613,0,468.0920105,1.621653305,1,,,978.9872465
354,186496.1384,8461397.185,0,480.4110107,3.172925723,1,,,1755.480647
355,186462.0005,8462382.752,0,450.8540039,3.551717973,1,,,2663.403393
356,186427.87,8463368.316,0,442.381012,1.275289346,1,,,3612.137499
357,186393.7469,8464353.875,0,440.5629883,1.008973972,1,,,4576.368069
358,186359.6311,8465339.431,0,453.6730042,2.310554517,1,,,5118.366554
359,186325.5228,8466324.982,0,424.8800049,4.191990425,5,,,5136.625234
360,188573.0069,8430876.537,0,534.0180054,17.1058432,1,,,719.0557746
361,188538.6473,8431862.234,0,508.7099915,1.639313339,5,,,1261.315584
362,188504.2949,8432847.927,0,577.9390259,19.01251089,1,,,2146.444154
363,188469.9499,8433833.615,0,503.0939941,3.226823398,1,,,2457.391125
364,188435.6122,8434819.298,0,512.0449829,2.570378705,1,,,1588.724634
365,188401.2818,8435804.977,0,522.3389893,2.441282711,1,,,973.0079862
366,188366.9587,8436790.651,0,500.2260132,1.672596217,1,,,463.0335193
367,188332.6429,8437776.32,0,477.1229858,4.120232972,1,,,71.25304593
368,188298.3344,8438761.984,0,488.6549988,2.033679108,1,,,601.8384258
369,188264.0332,8439747.644,0,473.6359863,5.128619566,1,,,1134.990121
